ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT,RF_Predictions
-0.1708,-0.3267,-1.069,-0.3855,-0.1813,-0.875,-0.9395,0.0,0.0,2.076,1.836,0.9414,0.0,-0.2568,-0.2206,-0.4504,-0.4517,-0.3494,0.988,-0.4258,-0.464,0.0,-0.824,2.238,-0.552,-0.563,0.0,-1.0,-0.553,0.0,-0.032,-0.6284,0.1367,-0.005157,-1.0,-1.0,-1.333,0.2817,-0.1938,-0.5635,0.0,1.0,0.0,0.0,0.0,-0.01318,-0.05708
-0.1708,-0.2524,-1.069,-0.3855,-0.1813,-0.875,-0.9395,0.0,0.0,2.076,1.836,0.9414,0.0,-0.2563,-0.2206,-0.4504,-0.4517,-0.2396,0.97,0.0,-0.464,-0.4258,0.0,-0.824,-0.5527,-0.563,0.0,-1.0,-0.553,0.0,-0.03186,-0.6284,0.1367,0.0,-1.0,-1.0,-1.333,0.2217,-0.2075,-0.5635,0.0,0.0,0.0,0.0,0.0,0.0,0.15599200000000002
-0.1377,-0.3687,-1.069,-0.3855,0.7993,-0.875,-0.9395,0.0,0.0,2.076,1.836,0.914,0.0,-0.256,0.4148,-0.4504,-0.4517,-0.3757,0.9634,-0.4329,-0.464,0.0,-0.4255,0.0,-0.5537,-0.563,0.0,-1.0,-0.553,0.0,-0.03662,-0.5586,0.07935,-0.004498,-2.0,-1.5,-1.333,0.3508,-0.3352,-0.5635,0.0,1.0,0.0,0.0,0.0,-0.011696,-0.096584
-0.093,0.01472,-1.069,-0.3855,-1.291,-0.75,-0.9395,1.0,0.0,2.076,1.836,0.969,0.0,-0.2556,1.544,-0.4504,-0.4517,0.03375,0.9556,0.8804,-0.464,-0.4329,0.0,-0.4255,-0.552,-0.563,0.0,-1.0,-0.553,0.0,-0.02634,-0.2487,-0.1624,0.0196,-1.0,-1.0,-1.0,0.02272,-0.0043,-0.5635,1.0,0.0,0.0,0.0,0.0,0.05185,-0.015876
-0.2029,0.01472,-1.069,-0.3855,0.1345,-0.625,-0.9395,1.0,0.0,2.076,1.836,0.969,0.0,-0.2554,-0.2404,-0.4504,-0.4517,0.02028,0.9575,0.0,-0.464,0.8804,-0.4326,0.0,-0.5527,-0.563,0.0,-1.0,-0.553,0.0,-0.02623,-0.05875,-0.313,0.0,-1.0,-1.5,-1.0,0.0254,-0.007202,-0.5635,0.0,0.0,0.0,0.0,0.0,0.0,-0.7837080000000001
-0.02415,-0.3188,-1.069,-0.3855,-7.91,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.914,0.0,-0.255,0.4148,-0.4504,-0.4517,-0.3306,0.956,-0.8516,-0.464,0.0,0.88,-0.4326,-0.554,-0.563,0.0,-1.0,-0.553,0.0,-0.0358,-0.2487,-0.1661,-0.01942,-1.0,-1.5,-1.0,0.3418,-0.2854,-0.5635,0.0,1.0,0.0,0.0,0.0,-0.04968,0.364468
-0.08093,-0.2812,-1.069,-0.3855,-0.03014,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.914,0.0,-0.2544,-0.815,-0.4504,-0.4517,-0.3108,0.953,0.0,-0.464,-0.8516,0.0,0.88,-0.5557,-0.563,0.0,0.0,-0.553,0.0,-0.03568,-0.3586,-0.07904,0.0,-1.0,-1.5,-1.333,0.294,-0.2737,-0.5635,0.0,0.0,0.0,0.0,0.0,0.0,-0.375304
0.0698,-0.4243,-1.069,-0.3855,0.8564,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.886,0.0,-0.2542,0.4465,-0.4504,-0.4517,-0.4521,0.947,-0.4402,-0.4805,0.0,-0.851,0.0,-0.557,-0.563,0.0,0.0,-0.555,0.0,-0.04028,-0.3586,-0.08093,-0.004967,-1.0,-2.0,-1.333,0.4233,-0.4011,-0.8125,0.0,1.0,0.0,0.0,0.0,-0.01314,0.05042799999999999
0.1276,-0.3743,-1.069,-0.3855,-0.02507,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.886,0.0,-0.2537,-0.1788,-0.4504,-0.4517,-0.407,0.94,0.0,-0.4858,-0.4402,0.0,-0.851,-0.558,-0.563,0.0,0.0,-0.5566,0.0,-0.03955,-0.4807,0.01587,0.0,-2.0,-2.0,-1.667,0.3472,-0.4001,-0.768,0.0,0.0,0.0,0.0,0.0,0.0,-0.14054
0.0698,-0.3489,-1.069,-0.3855,0.0422,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.886,0.0,-0.2534,-0.1788,-0.4504,-0.4517,-0.3743,0.9346,0.0,-0.4883,0.0,-0.44,0.0,-0.559,-0.563,0.0,0.0,-0.5576,0.0,-0.03888,-0.2961,-0.1305,0.0,-2.0,-2.0,-1.667,0.2754,-0.404,-0.711,0.0,0.0,0.0,0.0,0.0,0.0,-0.5810960000000002
0.1482,-0.689,-1.069,-0.3855,1.479,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.831,0.0,-0.253,-0.1342,-0.4504,-0.4517,-0.716,0.9307,-0.896,-0.4731,0.0,0.0,-0.44,-0.5625,-0.563,0.0,0.0,-0.5586,0.0,-0.04816,-0.2961,-0.1342,-0.0151,-2.0,-2.0,-1.667,0.5083,-0.762,-1.073,0.0,1.0,0.0,0.0,0.0,-0.0406,0.3123789999999999
-0.1267,-0.431,-1.069,-0.3855,-0.3542,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.8584,0.0,-0.2527,-0.1569,-0.4504,-0.4517,-0.4763,0.922,0.4639,-0.4673,-0.896,0.0,0.0,-0.565,-0.563,0.0,0.0,-0.5596,0.0,-0.0428,-1.009,0.432,0.004974,-1.0,-1.5,-1.667,0.2683,-0.5522,-0.7256,1.0,0.0,0.0,0.0,0.0,0.013855,-0.014303839999999983
-0.09106,-0.5522,-1.069,-0.3855,0.5146,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.831,0.0,-0.2522,0.5137,-0.4504,-0.4517,-0.5737,0.908,-0.4558,-0.4617,0.4639,-0.895,0.0,-0.567,-0.563,0.0,0.0,-0.561,0.0,-0.04703,-0.922,0.3618,-0.00892,-1.0,-1.5,-1.667,0.4124,-0.658,-0.858,0.0,1.0,0.0,0.0,0.0,-0.0244,0.8151159999999998
-0.08093,0.02979,-1.069,-0.3855,-1.259,-0.5,-0.9395,1.0,0.0,2.076,1.836,0.914,0.0,-0.2517,1.029,-0.4504,-0.4517,0.03183,0.901,1.392,-0.4639,-0.4558,0.4636,-0.895,-0.567,-0.563,0.0,0.0,-0.5615,0.0,-0.0317,-0.33,-0.1017,0.0281,0.0,-1.5,-1.333,-0.0642,-0.087,-0.1316,1.0,0.0,0.0,0.0,0.0,0.0783,0.061456
-0.1377,0.04312,-1.069,-0.3855,0.3833,-0.375,-0.9395,1.0,0.0,2.076,1.836,0.914,0.0,-0.2515,-0.815,-0.4521,-0.4517,0.05008,0.898,0.0,-0.4705,1.392,-0.4556,0.4636,-0.5664,-0.563,0.0,0.0,-0.5625,0.0,-0.03143,-0.2048,-0.2009,0.0,0.0,-1.5,-1.333,-0.0613,-0.09015,-0.09796,0.0,0.0,0.0,0.0,0.0,0.0,-0.272204
-0.1613,-0.11633,-1.069,-0.3855,-2.338,-0.375,-0.9395,0.0,0.0,2.076,1.836,0.886,0.0,-0.251,-0.804,-0.4487,-0.4517,-0.11487,0.895,-0.4402,-0.4702,0.0,1.391,-0.4556,-0.5664,-0.563,0.0,0.0,-0.563,0.0,-0.0363,-0.33,-0.1036,-0.002151,0.0,-1.5,-1.333,0.092,-0.2468,-0.3257,0.0,1.0,0.0,0.0,0.0,-0.00569,0.11777479999999999
-0.09106,-0.4504,-1.069,-0.3855,5.305,-0.375,-0.9395,0.0,0.0,2.076,1.836,0.831,0.0,-0.2507,0.5137,-0.4456,-0.4517,-0.4626,0.891,-0.896,-0.4631,-0.4402,0.0,1.391,-0.568,-0.563,0.0,0.0,-0.5635,0.0,-0.04587,-0.4385,-0.02133,-0.010574,-1.0,-1.5,-1.333,0.397,-0.557,-0.7617,0.0,2.0,0.0,0.0,0.0,-0.02843,0.12536799999999995
-0.303,-0.2109,-1.069,-0.3855,-0.58,-0.5,-0.9395,0.0,0.0,2.076,1.836,0.8584,0.0,-0.2502,-0.1569,-0.4412,-0.4517,-0.239,0.8853,0.4639,-0.476,-0.896,-0.44,0.0,-0.567,-0.5645,0.0,0.0,-0.5645,0.0,-0.0408,-0.6016,0.10956,0.002422,0.0,-1.0,-1.333,0.2135,-0.3274,-0.501,1.0,0.0,0.0,0.0,0.0,0.00675,0.078396
-0.3618,-0.1578,-1.069,-0.3855,-0.2413,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.8584,0.0,-0.2499,-0.7935,-0.44,-0.4517,-0.201,0.88,0.0,-0.4795,0.4639,-0.895,-0.44,-0.567,-0.566,0.0,0.0,-0.5654,0.0,-0.04074,-0.6016,0.10956,0.0,-1.0,-1.0,-1.333,0.1532,-0.345,-0.4612,0.0,0.0,0.0,0.0,0.0,0.0,-0.034556
-0.4795,-0.1311,-1.069,-0.3855,-0.1376,-0.625,-0.9395,0.0,0.0,2.076,1.836,0.8584,0.0,-0.2495,-0.7935,-0.4402,-0.4517,-0.1547,0.873,0.0,-0.4849,0.0,0.4636,-0.895,-0.5664,-0.5664,0.0,0.0,-0.5664,0.0,-0.04065,-0.3752,-0.06964,0.0,-1.0,-1.0,-1.333,0.1334,-0.3237,-0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.42682119999999996
-0.508,0.0718,-1.069,-0.3855,-2.514,-0.5,-0.9395,1.0,0.0,2.076,1.836,0.886,0.0,-0.2491,-0.804,-0.444,-0.4546,0.04465,0.8716,0.4558,-0.4883,0.0,0.0,0.4636,-0.567,-0.567,0.0,0.0,-0.567,0.0,-0.03555,-0.2048,-0.2028,0.003382,0.0,-0.5,-1.0,-0.0383,-0.1467,-0.1053,1.0,0.0,0.0,0.0,0.0,0.009254,-0.2357800000000001
-0.597,-0.10425,-1.069,-0.3855,-1.873,-0.5,-0.9395,0.0,0.0,2.076,1.836,0.8584,0.0,-0.2488,-0.7935,-0.45,-0.455,-0.1337,0.8696,-0.448,-0.491,0.4558,0.0,0.0,-0.5684,-0.568,0.0,0.0,-0.568,0.0,-0.04025,-0.2048,-0.2047,-0.004852,0.0,-1.0,-1.0,0.1338,-0.2827,-0.3723,0.0,1.0,0.0,0.0,0.0,-0.013054,0.8425120000000003
-0.5615,0.4368,-1.069,-0.3855,-9.73,-0.375,-0.9395,1.0,0.0,2.076,1.836,0.9414,0.0,-0.2484,0.989,-0.4573,-0.4563,0.4336,0.87,1.367,-0.4878,-0.448,0.4556,0.0,-0.567,-0.568,0.0,0.0,-0.5674,0.0,-0.02505,0.1787,-0.503,0.04166,0.0,-0.5,-0.6665,-0.2744,0.2496,0.528,1.0,0.0,0.0,0.0,0.0,0.114,0.49416799999999994
-0.558,0.7573,-1.069,-0.3855,0.971,-0.25,-0.9395,1.0,0.0,2.076,1.836,0.9966,0.0,-0.248,0.3254,-0.4705,-0.4612,0.6035,0.899,0.8657,-0.4807,1.367,-0.4475,0.4556,-0.563,-0.568,0.0,0.0,-0.5674,0.0,-0.01559,0.3633,-0.6455,0.0538,1.0,-0.5,-0.3333,-0.523,0.4978,1.032,2.0,0.0,0.0,0.0,0.0,0.1399,0.28305199999999997
-0.558,0.6714,-1.069,-0.3855,0.0007234,-0.125,-0.9395,1.0,0.0,2.076,1.836,0.9966,0.0,-0.2476,-0.2595,-0.4807,-0.468,0.51,0.912,0.0,-0.474,0.8657,1.366,-0.4475,-0.5596,-0.568,0.0,0.0,-0.567,0.0,-0.0158,0.6533,-0.8755,0.0,1.0,-0.5,-0.3333,-0.4893,0.423,0.9517,0.0,0.0,0.0,0.0,0.0,0.0,0.69782
-0.5273,1.114,-1.069,-0.3855,0.907,0.0,-0.9395,1.0,0.0,2.076,1.836,1.08,0.0,-0.2472,0.8027,-0.4678,-0.472,0.8613,0.94,1.257,-0.4385,0.0,0.865,1.366,-0.554,-0.567,0.0,0.0,-0.5654,0.0,-0.001886,0.785,-0.974,0.0614,1.0,0.0,-0.3333,-0.7964,0.8013,1.228,1.0,0.0,0.0,0.0,0.0,0.1544,0.4814676
-0.523,1.656,-1.069,-0.3855,0.7163,0.125,-0.9395,1.0,0.0,2.076,1.836,1.107,1.0,-0.2617,0.1475,-0.3982,-0.4517,1.114,0.93,1.599,-0.3774,1.257,0.0,0.865,-0.5464,-0.5654,0.0,0.0,-0.5635,0.0,0.01465,1.117,-1.2295,0.1464,2.0,0.5,0.0,-1.173,1.206,1.233,2.0,0.0,1.0,0.0,11.29,0.351,-0.8280399999999998
-0.45,1.009,-1.069,-0.3855,-0.3374,0.125,-0.9395,1.0,0.0,2.076,1.836,1.028,0.0,-0.2615,0.7686,-0.3376,-0.4236,0.429,0.9536,-1.13,-0.3562,1.599,1.256,0.0,-0.541,-0.565,0.0,0.0,-0.5615,0.0,-0.001435,0.574,-0.805,-0.05826,1.0,0.0,-0.3333,-0.6553,0.7827,0.7666,0.0,1.0,0.0,0.0,0.0,-0.1317,1.2017017600000006
-0.402,1.569,-1.069,-0.3855,0.796,0.125,-0.9395,1.0,0.0,2.076,1.836,1.107,1.0,-0.2617,0.643,-0.2856,-0.3936,0.9927,0.9473,1.574,-0.3137,-1.13,1.598,1.256,-0.532,-0.5635,0.0,0.0,-0.5586,0.0,0.01741,0.777,-0.958,0.0521,1.0,0.5,0.0,-1.01,1.224,0.991,1.0,0.0,0.0,0.0,0.0,0.1231,0.40258800000000017
-0.357,1.719,-1.069,-0.3855,0.2496,0.25,-0.9395,1.0,0.0,2.076,1.836,1.107,1.0,-0.2617,0.0817,-0.23,-0.3572,1.105,0.931,0.742,-0.2686,1.574,-1.129,1.598,-0.524,-0.5615,0.0,0.0,-0.555,0.0,0.02457,0.964,-1.103,0.0562,2.0,1.0,0.3333,-1.123,1.324,0.9546,2.0,0.0,0.0,0.0,0.0,0.1252,0.14604400000000006
-0.3594,1.806,-1.069,-0.3855,0.1958,0.375,-0.9395,1.0,0.0,2.076,1.836,1.107,1.0,-0.2617,0.5312,-0.1775,-0.3188,1.257,0.9106,0.7217,-0.2266,0.742,1.573,-1.129,-0.516,-0.5596,0.0,0.0,-0.5513,0.0,0.0324,1.256,-1.318,0.04205,2.0,1.0,0.6665,-1.203,1.421,0.921,3.0,0.0,0.0,0.0,0.0,0.0911,-0.3507759999999999
-0.3352,1.411,-1.069,-0.3855,-0.13,0.5,-0.9395,1.0,0.0,2.076,1.836,1.083,0.0,-0.2615,-0.4358,-0.1338,-0.2822,0.9595,0.929,-0.351,-0.2001,0.7217,0.7417,1.573,-0.509,-0.5576,0.0,0.0,-0.5474,0.0,0.0256,1.11,-1.217,-0.01881,1.0,1.0,0.3333,-0.957,1.198,0.7207,0.0,1.0,0.0,0.0,0.0,-0.03964,-0.28455999999999987
-0.2174,1.044,-1.069,-0.3855,-0.1793,0.625,-0.9395,1.0,0.0,2.076,1.836,1.058,0.0,-0.261,0.0817,-0.1058,-0.2524,0.7495,0.9355,-0.356,-0.1898,-0.351,0.721,0.7417,-0.504,-0.5557,0.0,0.0,-0.5435,0.0,0.01994,0.9966,-1.128,-0.00803,1.0,0.5,0.3333,-0.728,0.9956,0.572,0.0,2.0,0.0,0.0,0.0,-0.01717,0.254116
-0.1708,0.851,-1.069,-0.3855,-0.0857,0.75,-0.9395,1.0,0.0,2.076,1.836,1.058,0.0,-0.2605,-0.422,-0.09454,-0.229,0.722,0.9395,0.0,-0.1766,-0.356,-0.3508,0.721,-0.502,-0.5537,0.0,0.0,-0.5405,0.0,0.0196,0.9966,-1.128,0.0,0.0,0.0,0.3333,-0.66,0.8896,0.5063,0.0,0.0,0.0,0.0,0.0,0.0,0.17212400000000003
-0.1243,0.677,-1.069,-0.3855,-0.1079,0.75,-0.9395,1.0,0.0,2.076,1.836,1.058,0.0,-0.2603,-0.422,-0.09753,-0.2102,0.682,0.9453,0.0,-0.1678,0.0,-0.3557,-0.3508,-0.498,-0.5522,0.0,0.0,-0.5376,0.0,0.01927,0.964,-1.103,0.0,-1.0,0.0,0.0,-0.6006,0.7925,0.4502,0.0,0.0,0.0,0.0,0.0,0.0,-0.18336560000000005
-0.0961,0.3489,-1.069,-0.3855,-0.433,0.875,-0.9395,1.0,0.0,2.076,1.836,1.033,0.0,-0.2598,-0.919,-0.1153,-0.1951,0.4622,0.954,-0.3608,-0.1696,0.0,0.0,-0.3557,-0.4973,-0.5503,0.0,0.0,-0.534,0.0,0.01374,0.964,-1.1045,-0.00845,-2.0,-0.5,0.0,-0.447,0.5713,0.3403,0.0,1.0,0.0,0.0,0.0,-0.01831,0.05534
-0.1906,0.2213,-1.069,-0.3855,-0.2747,0.875,-0.9395,1.0,0.0,2.076,1.836,1.033,0.0,-0.2595,-0.408,-0.1469,-0.1815,0.341,0.9717,0.0,-0.1842,-0.3608,0.0,0.0,-0.498,-0.5483,0.0,0.0,-0.531,0.0,0.01287,0.8496,-1.014,0.0,-2.0,-1.0,-0.3333,-0.4275,0.4836,0.3025,0.0,0.0,0.0,0.0,0.0,0.0,0.5265359999999998
-0.2893,0.4067,-1.069,-0.3855,1.023,0.875,-0.9395,1.0,0.0,2.076,1.836,1.083,0.0,-0.259,-0.4358,-0.1729,-0.1683,0.4824,0.998,0.732,-0.1943,0.0,-0.3606,0.0,-0.4988,-0.546,0.0,0.0,-0.5273,0.0,0.02193,0.8496,-1.01,0.02322,-1.0,-0.5,-0.3333,-0.584,0.698,0.3987,1.0,0.0,0.0,0.0,0.0,0.05103,0.1847784
-0.264,0.139,-1.069,-0.3855,-0.6113,0.875,-0.9395,1.0,0.0,2.076,1.836,1.058,0.0,-0.2588,-0.422,-0.212,-0.1606,0.253,1.009,-0.356,-0.2145,0.732,0.0,-0.3606,-0.4993,-0.544,0.0,0.0,-0.5234,0.0,0.01643,0.7324,-0.9194,-0.008224,-1.0,-1.0,-0.3333,-0.4363,0.4834,0.2905,0.0,1.0,0.0,0.0,0.0,-0.01756,0.6153080000000001
-0.3594,0.344,-1.069,-0.3855,1.577,0.875,-0.9395,1.0,0.0,2.076,1.836,1.107,1.0,-0.2617,0.0409,-0.2498,-0.1569,0.4233,1.024,0.7217,-0.2366,-0.356,0.7314,0.0,-0.498,-0.541,0.0,0.0,-0.5195,0.0,0.02487,0.6846,-0.8774,0.0381,0.0,-1.0,-0.3333,-0.6484,0.6304,0.4062,1.0,0.0,0.0,0.0,0.0,0.0825,0.8103372000000002
-0.4282,0.7075,-1.069,-0.3855,1.314,0.875,-0.9395,1.0,0.0,2.076,1.836,1.107,1.0,-0.2617,0.926,-0.2515,-0.1558,0.71,0.9873,1.053,-0.2502,0.7217,-0.3557,0.7314,-0.4946,-0.538,0.0,0.0,-0.515,0.0,0.03738,0.632,-0.83,0.0783,1.0,-1.0,-0.3333,-0.9077,0.8867,0.5986,2.0,0.0,0.0,0.0,0.0,0.165,0.15143720000000002
-0.2174,-0.1116,-1.069,-0.3855,-1.225,0.75,-0.9395,0.0,0.0,2.076,1.836,0.989,0.0,-0.2615,1.593,-0.2502,-0.1613,-0.1448,1.003,-1.687,-0.3,1.053,0.721,-0.3557,-0.4946,-0.5356,0.0,0.0,-0.5117,0.0,0.010994,0.416,-0.6685,-0.1203,1.0,-1.0,-0.3333,-0.2491,0.2485,0.1439,0.0,1.0,0.0,0.0,0.0,-0.2437,0.8787520000000001
-0.2296,0.4219,-1.069,-0.3855,-8.64,0.75,-0.9395,1.0,0.0,2.076,1.836,1.084,0.0,-0.261,0.4795,-0.2479,-0.174,0.339,1.0205,1.443,-0.3281,-1.687,1.053,0.721,-0.4915,-0.5327,0.0,0.0,-0.508,0.0,0.02792,0.416,-0.661,0.1508,1.0,-0.5,-0.3333,-0.648,0.707,0.52,1.0,0.0,0.0,0.0,0.0,0.3267,0.502044
